image_id,x1,y1,x2,y2
000cc0cd61c6c8d7.jpg,105,53,130,108
004a688b02428848.jpg,109,69,119,111
007e2d0680208072.jpg,105,54,137,136
0081d67c4cfc9134.jpg,106,71,119,114
00824274fbef9c93.jpg,102,59,115,104
0097fb7387049d8b.jpg,103,34,154,135
0098312a40cabb46.jpg,50,18,141,120
00d5b7d68d52ac56.jpg,93,54,137,128
00e64d002478816c.jpg,112,67,121,106
01001bfe5b392d42.jpg,110,70,122,115
010ee894cfeb8e2d.jpg,120,50,123,89
013543040c660f1e.jpg,114,73,126,116
01434c748b9d4c34.jpg,97,56,119,106
0199bbd8f37992b9.jpg,95,61,119,121
01a105e0cd997b28.jpg,97,56,104,94
020517b9eff94e00.jpg,110,59,117,99
02291ca49df995f6.jpg,99,72,117,112
023e111345bab1c0.jpg,113,56,119,94
0243459de7a4b0ce.jpg,84,26,112,103
02d74d7e6e3bf01b.jpg,109,66,130,122
02d9ec5d9bf105d3.jpg,125,64,138,119
0336f9e8980b56cb.jpg,65,47,123,156
0361982104d8758a.jpg,96,53,106,91
0369ba5f1ca089fd.jpg,109,70,120,114
0376e7c0565b8a67.jpg,114,67,125,104
03b9b2c1f32493ea.jpg,103,47,155,143
03fbe696bd10043e.jpg,115,64,123,105
03fe1cda88f76e1b.jpg,109,57,129,107
0499af873e64f06d.jpg,104,57,136,119
049a3c6f883fa3d5.jpg,105,27,142,110
049f8dff14552fa9.jpg,94,61,133,116
04b5f10976b47b46.jpg,110,54,116,93
04bb072f2b1535bc.jpg,103,53,116,101
04c21aaeb77d3b63.jpg,111,59,121,97
053c0837aec2eed9.jpg,115,61,123,103
0596a69ff928037c.jpg,106,54,117,99
05b9c0f137e6173d.jpg,112,57,121,100
06504dd409b1edc6.jpg,93,53,131,134
0656bcefcc6843fa.jpg,92,57,123,122
066270658e88aa98.jpg,81,46,114,129
06a3b72f9fc3e6d4.jpg,105,59,117,99
06d916b9a20fd91f.jpg,103,88,130,133
06e7adfa2a4e1424.jpg,120,61,132,104
06f3dcc17229efa6.jpg,97,55,108,99
0705e96910fdec57.jpg,75,44,143,151
0709b12343ba67b3.jpg,80,43,138,141
07390630efc3c87c.jpg,77,71,117,139
075601cd61ea9333.jpg,103,83,140,152
0771d1210094397f.jpg,138,63,147,115
07842d3326fb5345.jpg,115,56,121,94
07af3013279aab3b.jpg,110,60,116,98
07e366d2defc52e2.jpg,106,20,161,131
07e7da610a395c17.jpg,79,49,132,128
07fd752228bcac18.jpg,90,85,109,132
0847cdfc227e1ab8.jpg,105,43,115,90
086b00949910e8a3.jpg,100,45,119,108
086e52440e08f448.jpg,113,56,120,97
0873e0bfa9309e2f.jpg,107,58,115,98
087e3f0e5d568c52.jpg,101,83,126,132
08eb2407d7c88b7a.jpg,101,76,119,115
090aa8acb7def106.jpg,111,50,167,152
090e4985928f82aa.jpg,70,48,122,128
091df0028684f002.jpg,74,45,125,139
095815e89af247c3.jpg,118,74,127,115
0987499205524de9.jpg,127,64,134,106
098ca2302677fff6.jpg,109,43,115,84
09932d97367c7b76.jpg,104,70,185,170
09e473c0d9bf71e7.jpg,103,44,119,97
0a1f6ed36f1bd8bf.jpg,94,69,121,128
0a9ae8f9bf2f8b5c.jpg,94,57,112,103
0aee61e76d4cf3b5.jpg,112,70,126,119
0b1659869d490dcd.jpg,118,65,124,105
0b2f1de705802d0e.jpg,94,57,111,103
0b3ad3e0b0b3eeca.jpg,116,53,125,95
0b64e5f8e54fcb6a.jpg,112,49,122,96
0bb621ebf775cb91.jpg,102,56,130,115
0be6b78bb96d4c49.jpg,100,82,122,131
0be97b86c8baf73f.jpg,97,38,159,162
0c36d40f22eef5f0.jpg,116,67,125,112
0c45ac46bd15ec17.jpg,85,39,130,117
0c7c395d73592d1e.jpg,116,54,120,95
0d0e77bac63adbab.jpg,108,61,118,106
0d814d06d6948a20.jpg,104,60,118,112
0d8418e45be346b6.jpg,117,78,133,132
0de493e8620d5dee.jpg,97,54,107,95
0e345fa1d8292cbc.jpg,115,63,120,103
0e8f7b309e275c74.jpg,98,43,108,83
0e98e2ab07db2620.jpg,128,70,164,125
0ea4ebe9b162f364.jpg,101,64,111,100
0ea5e0b4c5a9c42a.jpg,121,59,151,127
0ea6e459fbb37e9c.jpg,107,54,117,100
0ead0d4907a8beb6.jpg,106,18,149,90
0f214dc4d972783e.jpg,111,76,124,122
0f54110a2772b609.jpg,106,64,119,105
0f61259829e4cef4.jpg,121,107,170,175
1003e4c98b30d38b.jpg,109,59,117,96
1096e6f6fd042a04.jpg,93,75,128,146
111ab53f870ca58d.jpg,104,66,114,108
1145d1260aeb252c.jpg,105,67,131,119
11dcca32be84ee7a.jpg,111,65,120,105
11dfdab5cea24bb0.jpg,105,52,125,100
128aa78173186353.jpg,105,65,123,110
129192d21dad76bc.jpg,93,45,111,90
12a6c1ec223e171b.jpg,106,65,115,106
12d1a716a6990ce0.jpg,109,68,120,114
12d92c1569dbe9c5.jpg,86,54,124,131
12d95c611849b3c7.jpg,124,108,157,181
12eff019562a4ab1.jpg,98,45,118,101
133fd710a999d941.jpg,99,77,121,129
134c155ba2572eac.jpg,97,50,113,103
135839876b327579.jpg,100,58,131,128
1372bfa96fd9f37b.jpg,109,62,118,103
137e937a6b6f547f.jpg,97,66,128,148
139b54a4124867ef.jpg,116,63,125,103
1403543246ecac63.jpg,112,42,121,89
140f2352dd04fc55.jpg,123,58,128,98
1428c2584d0880b4.jpg,83,45,125,131
143e8e7ca370e6e0.jpg,93,68,118,130
143f08b41f0474b7.jpg,122,51,127,90
1467d68c75854b88.jpg,110,93,136,141
14c5532170d056ea.jpg,77,53,126,111
14c862f07ca54811.jpg,79,45,128,128
15d472b07a66c7bf.jpg,101,46,108,83
15dcd8bd5f87f58a.jpg,96,53,103,92
15e95964614a1499.jpg,108,43,127,97
15f88e9e2ecf3af4.jpg,101,65,113,107
1609c9413e120812.jpg,108,57,125,103
16550766a07ba0f3.jpg,106,62,115,100
16b41120e06187a0.jpg,109,75,137,136
1727b83f56fd4f67.jpg,105,57,116,96
175d4423b0a9018c.jpg,105,63,117,110
1784e218767a84b1.jpg,114,23,143,78
17868c7559926c08.jpg,109,53,130,104
17b18705a1d4550e.jpg,116,64,122,103
181c2bf0e3b8ea53.jpg,108,53,113,91
18226c8767553fb5.jpg,118,59,139,107
187ae315d9ad73b4.jpg,98,72,114,121
1887c45954701b6e.jpg,111,69,128,115
188c72ac3cf5be5a.jpg,111,44,124,89
18e886a64da7373a.jpg,77,15,133,134
18ed0229e31ccfa7.jpg,105,67,121,112
1906031fc5dec225.jpg,65,5,131,157
19220ef50c0f199c.jpg,92,40,116,99
1993c8ea90103001.jpg,89,35,108,85
19f9378635fcc2b4.jpg,76,56,110,116
1a14f22414a2bab1.jpg,108,79,121,120
1a2cebdb5a1f11fd.jpg,110,64,123,106
1a5e7eedc3d7d693.jpg,91,45,121,110
1a74b2bd41446529.jpg,108,57,121,101
1ab424a072664776.jpg,108,54,117,96
1ace59fa07cef07b.jpg,118,62,124,101
1ae9cfd4bfd23256.jpg,109,42,119,84
1b0163bec3ed0a91.jpg,121,70,135,119
1b4c875b75301d13.jpg,117,58,123,97
1b5800cddbfdf4f6.jpg,85,27,148,147
1b7d57e3b8dff48c.jpg,94,53,103,90
1b91bbfc1a4b74ef.jpg,56,55,101,143
