architecture,feature_dim,learning_rate,epoch,train_loss,val_loss,avg_latency,fitness
vgg11_bn,512,0.001,1,40.37231124429142,27.341312408447266,0.0022016005082563,0.0169952008340521
vgg11_bn,512,0.001,29,7.950438838846543,8.878911625255238,0.0020285086198286,0.0169952008340521
vgg11_bn,512,0.001,28,8.088709522696103,9.268871784210203,0.0021217194470492,0.0169952008340521
vgg11_bn,512,0.001,27,8.508354187011719,9.330925638025455,0.002187349579551,0.0169952008340521
vgg11_bn,512,0.001,26,8.207482450148639,9.141308372670954,0.002132469957525,0.0169952008340521
vgg11_bn,512,0.001,25,8.703532202103558,8.107160459865224,0.0023663585836237,0.0169952008340521
vgg11_bn,512,0.001,24,8.949234530505013,9.958741881630637,0.0019356554204767,0.0169952008340521
vgg11_bn,512,0.001,23,9.41929765028112,10.693705905567516,0.0021400126543912,0.0169952008340521
vgg11_bn,512,0.001,22,9.154685918022604,10.135097243569112,0.0019148588180541,0.0169952008340521
vgg11_bn,512,0.001,21,9.637363966773538,9.77772266214544,0.0022087747400457,0.0169952008340521
vgg11_bn,512,0.001,20,9.796410953297334,12.267583673650568,0.0024485046213323,0.0169952008340521
vgg11_bn,512,0.001,19,10.076886109744802,11.220364874059504,0.0022370598532936,0.0169952008340521
vgg11_bn,512,0.001,18,10.835454963235296,9.967584761706265,0.0021168101917613,0.0169952008340521
vgg11_bn,512,0.001,17,10.632769893197452,12.250515374270352,0.0027976577932184,0.0169952008340521
vgg11_bn,512,0.001,16,11.385155958287855,10.83588474447077,0.0021668022329157,0.0169952008340521
vgg11_bn,512,0.001,15,11.775964804256663,12.112871603532271,0.002404126253995,0.0169952008340521
vgg11_bn,512,0.001,14,12.125567211824304,10.951081774451517,0.0023526386781172,0.0169952008340521
vgg11_bn,512,0.001,13,12.759620060640223,11.591459100896662,0.0020486333153464,0.0169952008340521
vgg11_bn,512,0.001,12,12.87528901941636,12.955666108564897,0.002187967300415,0.0169952008340521
vgg11_bn,512,0.001,11,13.507498348460478,13.925291928378018,0.0027529868212613,0.0169952008340521
vgg11_bn,512,0.001,10,13.851796105328727,12.775167031721637,0.0022288885983553,0.0169952008340521
vgg11_bn,512,0.001,9,14.5481071359971,13.958011627197266,0.002131776376204,0.0169952008340521
vgg11_bn,512,0.001,8,15.211412452248966,14.681616111235185,0.0022684769196943,0.0169952008340521
vgg11_bn,512,0.001,7,15.915020920248592,14.803018136457965,0.0021188042380593,0.0169952008340521
vgg11_bn,512,0.001,6,16.86922613031724,17.607894030484285,0.0019198764454234,0.0169952008340521
vgg11_bn,512,0.001,5,17.20290133532356,16.52958596836437,0.0022117874839089,0.0169952008340521
vgg11_bn,512,0.001,4,18.35173361161176,19.029213992032137,0.0021344206549904,0.0169952008340521
vgg11_bn,512,0.001,3,19.74387738844928,19.148129203102805,0.0022797367789528,0.0169952008340521
vgg11_bn,512,0.001,30,8.194270206900203,8.392433209852738,0.0020250623876398,0.0169952008340521
vgg11_bn,512,0.001,2,21.51433150347541,19.92356291684237,0.0022900754755193,0.0169952008340521
resnet18,512,0.01,30,5.084737289653105,5.662280494516546,0.0036312666806307,0.0205612504961234
resnet18,512,0.01,3,18.52618996115292,16.72421442378651,0.0038963556289672,0.0205612504961234
resnet18,512,0.01,29,5.298805800606223,6.0424439473585645,0.0033543543382124,0.0205612504961234
resnet18,512,0.01,28,6.073737265081967,5.604466546665538,0.0036053332415494,0.0205612504961234
resnet18,512,0.01,27,5.587887918247896,9.786888404326003,0.0036468830975619,0.0205612504961234
resnet18,512,0.01,26,5.543655474045697,5.0830054608258335,0.0037570108066905,0.0205612504961234
resnet18,512,0.01,25,6.086197777355419,7.100766095248136,0.0039322701367464,0.0205612504961234
resnet18,512,0.01,24,5.911264217601103,6.916209004142067,0.0037513754584572,0.0205612504961234
resnet18,512,0.01,23,6.646274367500754,6.667652628638527,0.0036639733748002,0.0205612504961234
resnet18,512,0.01,22,6.304562103047091,6.765228043903004,0.0039205334403298,0.0205612504961234
resnet18,512,0.01,21,7.053070848128375,6.938289685682817,0.0039390433918346,0.0205612504961234
resnet18,512,0.01,20,7.057634011436911,9.76884115826,0.0037514079700816,0.0205612504961234
resnet18,512,0.01,19,6.874417563045726,6.998078931461681,0.0036563006314364,0.0205612504961234
resnet18,512,0.01,18,8.015489701663746,8.142977931282736,0.0037050680680708,0.0205612504961234
resnet18,512,0.01,2,20.79702179852654,21.38914576443759,0.0036155635660344,0.0205612504961234
resnet18,512,0.01,17,8.02576795465806,9.27404674616727,0.0034387978640469,0.0205612504961234
resnet18,512,0.01,15,9.14737299189848,8.766676555980336,0.0038964856754649,0.0205612504961234
resnet18,512,0.01,14,9.77893019283519,8.950012358752163,0.0036655122583562,0.0205612504961234
resnet18,512,0.01,13,9.978628360523896,14.078235019337049,0.0037985173138705,0.0205612504961234
resnet18,512,0.01,12,10.888226234211642,9.69981919635426,0.0038302053104747,0.0205612504961234
resnet18,512,0.01,11,11.721977929507984,10.735947413878009,0.0040212002667513,0.0205612504961234
resnet18,512,0.01,10,11.420409331602208,8.696619857441295,0.0033295479687777,0.0205612504961234
resnet18,512,0.01,9,12.041607234057258,11.857513124292549,0.0036475983532992,0.0205612504961234
resnet18,512,0.01,8,13.699454285116756,10.329548012126576,0.0037777965719049,0.0205612504961234
resnet18,512,0.01,7,14.374357537662284,13.56517353924838,0.0038456374948674,0.0205612504961234
resnet18,512,0.01,6,15.220648327995749,15.128233216025611,0.0036853010004216,0.0205612504961234
resnet18,512,0.01,5,15.996833487117993,16.222170092842795,0.0037279237400401,0.0205612504961234
resnet18,512,0.01,4,17.32850746827967,14.526478333906692,0.0036600611426613,0.0205612504961234
resnet18,512,0.01,16,9.000401053709142,8.529031948609786,0.0035403966903686,0.0205612504961234
resnet18,512,0.01,1,27.0136682398179,20.517111604863945,0.0032538067210804,0.0205612504961234
alexnet,256,1e-05,1,90.30052750531364,81.95403601906516,0.0012935616753318,0.0296676827991042
alexnet,256,1e-05,17,25.49236005895278,23.96459085291082,0.001094102859497,0.0296676827991042
alexnet,256,1e-05,28,25.07418426064884,23.521453684026543,0.0011591802943836,0.0296676827991042
alexnet,256,1e-05,27,25.184096347584443,23.600015900351785,0.0012110254981301,0.0296676827991042
alexnet,256,1e-05,26,25.1392739015467,23.71107699654319,0.0012325915423306,0.0296676827991042
alexnet,256,1e-05,25,25.319526649923887,23.841778235002,0.0011451135982166,0.0296676827991042
alexnet,256,1e-05,24,25.235123017255,23.85460203344172,0.0011688579212535,0.0296676827991042
alexnet,256,1e-05,23,25.282286700080423,23.806877569718797,0.0013661276210438,0.0296676827991042
alexnet,256,1e-05,22,25.33220822951373,23.97563396800648,0.0012361894954334,0.0296676827991042
alexnet,256,1e-05,21,25.33339926775764,23.962861841375176,0.0009264187379316,0.0296676827991042
alexnet,256,1e-05,20,25.31009822172277,24.01752185821533,0.0010814775120128,0.0296676827991042
alexnet,256,1e-05,19,25.37859297359691,23.95087649605491,0.0014111345464533,0.0296676827991042
alexnet,256,1e-05,18,25.48569726382985,23.908602454445575,0.0012063113125887,0.0296676827991042
alexnet,256,1e-05,16,25.53621635437012,24.21248704736883,0.0016148632222955,0.0296676827991042
